key,valor
wrn_no_data,No hay datos aún
item_name,Nombre de la propiedad
att_name,Nombre del Atributo
Prd_search_cat,Elija un nombre de categoría
Prd_search_dis,Seleccionar el tipo de descuento
product_gallery,Galería de propiedad
prd_info,Información de la propiedad
rec_prd_info,Recientemente Añadidos Propiedades
att_info,información de atributos
prd_desc,descripción de propiedad
prd_high_info,Información Resalte la propiedad
prd_edit,Editar la propiedad
prd_code,Código de propiedad
success_prd_add,Propiedad ha sido agregado con éxito
success_prd_edit,Propiedad ha sido actualizado correctamente
success_upload,La imagen se ha actualizado correctamente
delete_prd_label,Eliminar la propiedad?
prd_yes_all_message,"Cuando eliminar esta propiedad, se eliminará todas las categorías sub relacionados y categoría también. Así que, ¿todavía quiere eliminar"
success_prd_delete,Propiedad se ha eliminado correctamente
prd_search,Buscador de inmuebles
err_item_name,"Por favor, indique el nombre de propiedad"
err_item_len,La longitud del Nombre debe ser mayor que 4
err_item_exist,Nombre de la propiedad ya está existía en el sistema
item_gallery,Galería de propiedad
condition_of_item,Condición de la Propiedad
item_description_label,Descripción
deal_option_id_label,Opción acuerdo
meet_up_label,Reunirse
mailing_or_delivery_label,Envío o entrega
brand_label,Marca
price,Precio
itm_title_label,Título
itm_business_mode,Es Shop?
itm_show_shop,(Si el programa de usuario puede pedir más de una)
itm_is_sold_out,¿Está agotado?
location_info_label,Información sobre la ubicación
itm_address_label,Habla a
itm_lat_label,Latitud
itm_lng_label,Longitud
itm_select_price,Seleccionar Precio Tipo
itm_select_type,Seleccionar el tipo de propiedad
itm_select_currency,Seleccione la propiedad de divisas
status_label,Estado
select_status_label,seleccione Estado
itm_select_location,Seleccione Ubicación de la Propiedad
find_location_label,Encuentra tipo y ubicación de Google API
itm_select_condition_of_item,Seleccione Estado de la propiedad
itm_select_deal_option,Seleccionar la opción de reparto
configuration_info_label,Configuración
price_info_label,Precio
floor_number_label,Numero de piso
facing_number_label,Frente a
postedby_info_label,Publicado por
overlooking_label,Con vista a
property_status_label,Estado de la propiedad
others_label,Otros
amenities_info_label,Comodidades
area_info_label,Zona
super_build_up_area_label,Súper acumulan Área
build_up_area_label,Forma de Área
carpet_area_label,área de la alfombra
land_size_label,Tamaño del terreno
rooms_label,Habitaciones
bath_rooms_label,Las habitaciones de baño
rooms_confi_label,Configuración habitaciones
price_unit_label,Precio unitario
price_note_label,Precio Note
is_nagotiable_label,Es negociable?
floor_level_label,Nivel del suelo
facing_label,Frente a
itm_select_posted,Publicado por
itm_select_overlooking,Con vista a
property_age_label,propiedad Edad
currently_tenanted_label,Actualmente Alquilado
itm_select_availabel,Disponibilidad
availabel_for_label,Disponible para
tenure_label,Tenencia
construction_status_label,Estado de la construcción
possession_date_label,Posesión
itm_select_project,Tipo de proyecto
property_owner_label,Dueño de propiedad
developer_label,Desarrollador
furnishing_label,Mobiliario
flooring_label,Piso
water_source_label,Fuente de agua
width_of_facing_road_label,Anchura de la carretera frente
parking_label,Estacionamiento
power_backup_label,reserva de la energía
itm_is_lift,Es Ascensor?
itm_is_park,Es el parque?
itm_is_gymnasium,es decir Gimnasio
itm_is_swimming_pool,Es Swimming Pool?
itm_is_security_personnel,¿Es el personal de seguridad?
itm_is_gas_pipeline,Es Gasoducto?
itm_is_club_house,Es el Club House?
itm_is_wheelchair_friendly,De sillas de ruedas?
itm_is_pet_friendly,Es adecuado para mascotas?
itm_is_maintenance_staff,¿Es el personal de mantenimiento?
item_property_module,propiedad reportada
success_backend_edit,Backend ajuste se ha actualizado correctamente
smtp_section,Configuración SMTP
smtp_host_label,Host SMTP
smtp_host_placeholder,por ejemplo: ssl: //smtp.hostmail.com
smtp_port_label,Número de puerto SMTP
smtp_enable,Habilitar SMTP?
smtp_user_label,usuario SMTP
smtp_pass_label,Contraseña SMTP
cannot_deactive,"Lo sentimos, no es capaz de desactivar."
err_symbol_exist,símbolo de idioma está ya existía en el sistema.
success_paid_edit,configuraciones pagados se ha actualizado con éxito
apple_verify,Apple Verify
policy_info,Información de política de privacidad
content_label,Contenido
privacy_policy_module,Política de privacidad
success_policy_edit,La política de privacidad ha sido actualizada con éxito
success_policy_add,La política de privacidad ha sido agregada exitosamente
razor_label,[Opción 5]: pago con maquinilla de afeitar
razor_key_label,Llave de afeitar
razor_enabled_label,¿Está habilitada la maquinilla de afeitar?
btn_promote,Promover
prd_paid_info,Artículo pagado Información
app_is_approval_enabled,"Aprobación del Sistema de encendido? (Si este ajuste está en 'On', cuando la actualización de usuario nuevo tema, lo necesitan para aprobar o rechazar desde super administrador.)"""
approval_group,Aprobación
pending_items_module,Items pendientes
reject_items_module,Rechazar elementos
disable_items_module,Deshabilitar elementos
select_status,Seleccionar estado?
pending_edit,Editar elemento pendiente
approve_message_1,Enhorabuena! Artículo aprobado (
approve_message_2,)
disable_message_1,¡Perdón! Deshabilitar el artículo (
disable_message_2,)
reject_message_1,¡Perdón! Rechazar el artículo (
reject_message_2,)
reject_edit,Editar elementos de rechazo
disable_edit,Editar elementos deshabilitados
noti_sent_fail,Error al enviar notificación push
noti_sent_success,Se envió correctamente una notificación push a
success_app_setting_edit,A configuração do aplicativo foi atualizada com sucesso
module_group_lang,Configuración del nombre del menú
group_name,Nombre del grupo de módulos
group_icon,Icono de grupo de módulos
group_lang_key,Clave de idioma
group_info,Información del grupo de módulos
group_search,Grupo de módulos de búsqueda
group_add,Agregar grupo de módulos
success_group_edit,El grupo de módulos ha sido editado con éxito
success_group_add,El grupo de módulos ha sido agregado exitosamente
group_edit,Editar grupo de módulos
success_group_delete,El grupo de módulos se ha eliminado correctamente
err_group_name,Por favor proporcione el grupo de módulos
err_group_len,La longitud del nombre del grupo de módulos debe ser mayor que 4
err_group_exist,El nombre del grupo del módulo ya existe
module_lang,Configuración del nombre del submenú
module_desc,Descripción
module_ordering,Ordenar
module_add,Agregar módulo
module_info,Información del módulo
module_name,Nombre del módulo
is_show_on_menu,¿Mostrar en el menú?
module_lang_key,Clave de idioma del módulo
module_select_group,Seleccionar grupo de módulos
delete_module_label,¿Eliminar módulo?
module_delete_confirm_message,¿Estás segura de eliminar este módulo?
delete_group_label,¿Eliminar grupo de módulos?
group_delete_confirm_message,¿Estás segura de eliminar este grupo de módulos?
err_module_name,Por favor proporcione el nombre del módulo
err_module_len,La longitud del nombre del módulo debe ser mayor que 4
err_module_exist,El nombre del módulo ya existe
module_search,Nombre del módulo de búsqueda
success_module_edit,El módulo ha sido actualizado con éxito.
success_module_add,El módulo se ha agregado con éxito.
module_edit,Editar módulo
success_module_delete,El módulo se ha eliminado con éxito.
approval_yes_all_message,¿Estás segura de eliminar?
err_user_phone_exist,El teléfono del usuario ya existe.
delete_system_user_label,¿Eliminar usuario del sistema?
system_user_delete_confirm_message,¿Está seguro de eliminar este usuario del sistema?
loc_ordering,Ordenar
record_not_found,10001 ## Lo sentimos registro no encontrado.
no_record_pagination,10002 ## Lo sentimos no hay más registros en el sistema.
offline_paid_module,Solicitud de artículos patrocinados sin conexión
offline_paid_prd_info,Información de artículos pagados sin conexión
offline_paid_edit,Editar artículo pagado sin conexión
offline_setting,Configuración sin conexión
offline_label,[Opción 4]: pago sin conexión
offline_message,Mensaje
offline_enabled_label,¿Está habilitada fuera de línea?
prd_paid_info,Información del artículo pagado
offline_info,Información de pago fuera de línea
offline_title_label,Título de pago sin conexión
offline_description_label,Descripción del pago sin conexión
offline_icon,Icono de pago sin conexión
offline_search,Buscar pago sin conexión
offline_add,Agregar pago sin conexión
offline_edit,Editar pago sin conexión
success_offline_edit,El pago sin conexión se ha actualizado correctamente
success_offline_add,El pago sin conexión se ha agregado correctamente
success_offline_delete,El pago sin conexión se ha eliminado correctamente
err_offline_name,Proporcione el título del pago fuera de línea
err_offline_len,La duración del título de pago fuera de línea debe ser superior a 4
err_offline_exist,El título de Paymen sin conexión ya existe en el sistema
delete_offline_label,¿Eliminar pago sin conexión?
offline_delete_confirm_message,¿Quieres eliminar todo el pago fuera de línea?
offline_yes_all_label,si
offline_no_only_label,Cancelar
offline_payment,Configuración de pago fuera de línea
offline_paid_module,Solicitud de artículos patrocinados sin conexión
img_configuration,Configuración de imagen
land_width_label,Ancho del paisaje
potrait_height_label,Altura vertical
square_label,Altura Cuadrada
err_lat,Sírvanse proporcionar Latitud
err_lng,Sírvanse proporcionar Longitud
err_lat_lng,Su latitud y longitud no debe ser 0.0
offline_yes_all_message,¿Desea eliminar todo el pago fuera de línea?
email_verification_enabled,Verificación de correo electrónico habilitada? (Si este ajuste está en 'On' cuando el registro de usuario mediante el uso de correo electrónico que enviará el código de verificación de usuario de correo electrónico registrada.)
user_auto_approved,Su nueva cuenta de usuario ha sido creada. Bienvenido al anuncio Casas.
user_not_able_delete,"Lo siento, esto es cuenta del sistema por lo que no es capaz de desactivar."
success_block,El usuario ha sido bloqueado con éxito.
success_unblock,El usuario ha sido desbloqueado con éxito.
no_user_unblock,No es posible desbloquear el usuario.
unable_to_report,No puede informar del tema ya que es su propio elemento.
success_logout,El usuario ha sido exitosamente cierre de sesión.
already_report,Usted ya ha informado a este artículo.
lat_invlaid,La latitud debe estar entre -90 y 90 grados ambos inclusive.
lng_invlaid,La longitud debe ser de entre -180 y 180 grados inclusive.
paystack_setting,Ajuste Paystack
paystack_label,[Opción 5]: El pago con Paystack
paystack_key_label,Paystack clave
paystack_enabled_label,Está habilitado Paystack?
purchase_add,Añadir en el producto de la aplicación
in_app_purchase_info,Em Informações App Compradas
app_purchase_product_id_label,Na App Purchase Produtos Id
purchase_description_label,Descrição
purchase_type_label,Tipo
err_purchase_description,Forneça Descrição
success_purchase_edit,Na App compradas foi atualizado com sucesso.
delete_purchase_label,Excluir na App comprado?
purchase_yes_all_message,Você quer apagar Na App comprado?
success_purchase_delete,Na App Comprado foi excluído com sucesso.
in_app_purchased_setting,Na App Ajuste Comprada
purchase_key_label,Você pode fazer o pagamento com no aplicativo comprado
purchase_enabled_label,Compra é ativado?
err_purchase_id,Sírvanse proporcionar Compra Id.
btn_duplicate,Duplicada
success_prd_duplicate_add,El artículo duplicado se ha agregado correctamente
dyn_link_key_label,Clave de enlace dinámico
dyn_link_url_label,URL de enlace dinámico
dyn_link_package_name_label,Nombre del paquete de vinculación dinámica
dyn_link_domain_label,Dominio de enlace dinámico
dyn_link_deep_url_label,URL de enlace profundo
prd_dynamic_link_label,Enlace dinámico del producto
dyn_link_package_name_ios,Dinámica que une el nombre del paquete IOS
dyn_link_ios_appstore_id,Enlazado dinámico IOS AppStore Id
property_by,Propiedad por
property_add,Agregar propiedad por
property_search,Buscar propiedad por
property_info,Propiedad por información
property_name,Propiedad por nombre
success_property_add,La propiedad por se ha agregado correctamente.
success_property_edit,La propiedad de se ha editado correctamente.
success_property_delete,La propiedad de se ha eliminado correctamente.
err_property_name,Proporcione la propiedad por nombre.
err_property_len,La longitud de Property By Name debe ser mayor que 4.
err_property_exist,Property By Name ya existía.
delete_property_label,¿Eliminar propiedad por?
property_delete_confirm_message,¿Quiere eliminar la propiedad por?
property_edit,Editar propiedad por
amenities,Comodidades
amenity_name,Nombre de la amenidad
amenity_add,Agregar amenidad
amenity_img,Imagen de comodidades
amenities_info_label,Información de comodidades
success_amenity_add,La amenidad se ha agregado con éxito.
success_amenity_edit,La amenidad se ha editado correctamente.
delete_amenity_label,¿Eliminar servicios?
amenity_delete_confirm_message,¿Quieres eliminar la amenidad?
amenity_edit,Editar comodidades
amenity_search,Búsqueda de comodidades
success_amenity_delete,La amenidad se ha eliminado correctamente.
color,Color
purchase_search,Buscar en la compra de la aplicación
purchase_edit,Editar en la compra de la aplicación
item_property_name,Propiedad por nombre
area_label,Zona
configuration_label,Configuración
itm_select_property,Seleccionar propiedad por
is_negotiable,Negociable
itm_select_location_township,Seleccione la ubicación de la propiedad Township
itm_select_location_city,Seleccione la ciudad de ubicación de la propiedad
itm_select_postedby,Seleccione Publicado por
Prd_search_location_township,Seleccione la ubicación de la propiedad Township
data_delete_info,Identidad Datos política de eliminación
success_data_deletion_add,Datos política de eliminación se ha añadido con éxito.
success_data_deletion_edit,Datos política de eliminación se ha actualizado correctamente.
data_deletion_module,Política de eliminación de datos
data_deletion_policy_url,Datos política de eliminación de URL
Data_deletions_policies,Políticas de eliminación de datos
Privacy_policies,Políticas de privacidad
privacy_policy_url,Privacidad Política de URL
total_property_count_label,Total de Propiedad Por
total_postedby_count_label,Por Publicado total
propertyby_img,Propiedad Por foto
propertyby_icon,Por la propiedad Icon
floor_label,No se baja
owner_name,Nombre del dueño
owner_of_item,Propietario del artículo
payment_status,Estado de pago
waiting_for_payment_label,A la espera de la aprobación
paid_label,Pagado
paid_reject_label,Rechazar
select_payment_status_label,Seleccione Estado de pago de etiquetas
is_sub_location,"En sub Ubicación? (Si este ajuste está en ""On"" cuando el usuario abre la aplicación de la necesidad del usuario para elegir la ubicación secundaria (municipio) en la ubicación (ciudad))"
thumbnail_generators_lng,Thumbnail Generator
btn_create_thumbnail,Miniatura (1x2x3x) Generador
thumb_1x_label,Tamaño de la imagen en miniatura 1x
thumb_2x_label,Tamaño de la imagen en miniatura 2x
thumb_3x_label,Tamaño de la imagen en miniatura 3x
image_lists_lng,Listas de imágenes
img_name,Nombre de la imágen
success_img_create,"Miniatura 2x, 3x ha sido creado con éxito."
img_not_exist,La imagen no ha existido en la carpeta de carga.
recommended_size_img,Tamaño recomendado: 400 x 200
recommended_size_icon,Tamaño recomendado: 200 x 200
user_social_info_override,"Ignorar la información social del usuario? Si está marcado, la información social del usuario se sobrescribirá cuando inicie sesión con (Google, Facebook, teléfono y Apple, etc.)"
applied_date_label,Fecha aplicada (DD / MM / YYAY)
pending,Pendiente
verified,Verificado
rejected,Rechazado
all,Todos
currency_info,Información sobre moneda
is_default,Defecto
success_agent_edit,El agente se ha actualizado con éxito
agent_edit,Agente de edición
cannot_apply_agent,¡Perdón! No puedes aplicar agente
app_token_label,Token de la aplicación (para la foto de perfil de Facebook)
already_sold_out,El artículo ya se ha agotado y no puede hacer la oferta.
is_show_email,Emitir un correo electrónico
is_show_phone,Mostrar teléfono
township_success_edit,El municipio se ha actualizado con éxito.
already_agent,No puede aplicar el agente de nuevo porque ya es un agente.
agent_pending,"Todavía está pendiente, por favor espere la aprobación del administrador."
success_agent_delete,El agente ha sido borrado con éxito.
cannot_sold_out,No puedes vender el artículo.
cannot_chat,No puedes chatear este artículo.
you_bought,Tú compraste
item_video_label,Video del artículo
item_video_icon_label,Icono de video de artículo
price_cannot_zero,El precio no puede ser cero
err_price,Por favor proporcione el precio del artículo
deeplink_note_label,"Nota: la configuración anterior ha generado un enlace dinámico del elemento. Si desea regenerar con la nueva configuración, cambie la configuración aquí:"
go_to_be_setting_label,Ir a la configuración de back-end
thumb2x_3x_settting_off,"Crear miniatura 2x, la configuración 3x está desactivada."
create_thumb2x_folder,"La carpeta Thumbnail2x no existe, créela primero. O puede desactivar la configuración thumb2x,3x."
create_thumb3x_folder,"La carpeta Thumbnail3x no existe, créela primero. O puede desactivar la configuración thumb2x,3x."
thumb2x_already_existed,La imagen ya existía en la carpeta thumbnail2x.
thumb3x_already_existed,La imagen ya existía en la carpeta thumbnail3x.
thumb2x_thumb3x_already_existed,La imagen ya existe en las carpetas thumbnail2x y thumbnail3x.
thumbnail_generator_label,Generará las imágenes en miniatura para cada elemento. Tenga en cuenta que este proceso llevará algún tiempo en función de sus datos.
is_thumb2x_3x_generate,"Miniatura 2x,3x ¿Configuración activada? (si esta configuración está ""activada"" cuando carga la imagen, generará una miniatura 2x y una miniatura 3x automáticamente)."
err_currency_symbol,"Por favor, proporcione símbolo de moneda."
Item_currency,Moneda del artículo
Image_lists,Listas de imágenes
Thumbnail_generators,Generadores de imágenes
demo_login,Iniciar sesión con una cuenta demo
need_accept_offer,Este artículo ha sido necesario para aceptar la oferta primero.
need_make_offer,Este artículo ha sido necesario para hacer una oferta primero.
already_accept_offer,Este artículo ya está hecho una oferta.
already_reject_offer,Este artículo ya ha sido rechazado la oferta.
already_rejected,Este artículo ya ha sido rechazado la oferta.
cannot_default,"Lo sentimos, no es posible cancelar la configuración predeterminada."
cannot_unpublish,"Lo sentimos, no es posible anular la publicación en la moneda predeterminada."
approve_item,Aprobar artículo
disable_item,Deshabilitar artículo
reject_item,Rechazar artículo
receive_rating_from,Recibir calificación de
verify_email_not_send_user,No logran enviar verificar el correo electrónico a
no_need_bought,"No es necesario comprar publicaciones de anuncios, usted es un usuario del sistema."
csv_upload_instruction_city,"Siga los pasos a continuación: <br>
1. Luego prepárese como formato CSV. <a href=""https://drive.google.com/file/d/1g3T6H2cdZsGS0UlHji6_BkP_JIa1YBCy/view?usp=sharing"" target=""_blank""> archivo csv de muestra aquí </a> <br>
2. Puede usar Google Sheet para crear y exportar como separador de coma."
pls_upload_csv,Cargue un archivo CSV.
something_wrong_upload,Algo mal sube el archivo
err_paid_adpost_history,Lo siento
total_city,Ciudad de ubicación total:
success_total_city,Ciudad de ubicación exitosa:
fail_total_city,Ciudad de ubicación fallida:
total_township,Municipio de ubicación total:
success_total_township,Municipio de ubicación exitosa:
fail_total_township,Municipio de ubicación fallida:
beacause_db_err,por un error en la base de datos.
because_miss_city,debido a la ciudad de ubicación faltante
because_miss_township,debido a que falta el municipio de ubicación
csv_upload_instruction_township,"Siga los pasos a continuación: <br>
1. Luego prepárese como formato CSV. <a href=""https://drive.google.com/file/d/1hkLZUDt4pxIqtfPE9k5rhzf4rhK6VJit/view?usp=sharing"" target=""_blank""> archivo csv de muestra aquí </a> <br>
2. Puede usar Google Sheet para crear y exportar como separador de coma.<br>
<b>Nota: Primero se debe agregar el nombre de la ciudad que se usará en el archivo CSV del municipio de ubicación.</b>"
because_noexit_city,el nombre de la ciudad no existe en el sistema
item_locations,Ciudad de ubicación del artículo
city_existed,ya existía en el sistema.
township_existed,ya existía en el sistema.
err_amenity_name,Proporcione el nombre del servicio
apply_agent_noti_approve,"Felicitaciones, el administrador aprobó su agente de aplicaciones."
apply_agent_noti_reject,"Lo sentimos, el administrador rechazó su agente de aplicaciones. Puedes intentarlo de nuevo."
pkg_add,Agregar paquete
pkg_search,Buscar paquete
pkg_edit,Editar paquete
success_pkg_edit,El paquete se ha actualizado correctamente.
success_pkg_add,El paquete se ha agregado correctamente.
success_pkg_delete,El paquete se ha eliminado correctamente.
title,Título
pkg_info,Información del paquete
post_count,Recuento de entradas
pkg_select_currency,Seleccione la moneda del paquete
err_pkg_title,Proporcione el título del paquete
err_pkg_price,Indique el precio del paquete
err_pkg_currency,Proporcione la moneda del paquete
err_pkg_post_count,"Por favor, proporcione el número de recuento de publicaciones."
err_pkg_exit,El nombre del paquete ya existe en el sistema
delete_pkg_label,Delete Package?
pkg_delete_confirm_message,¿Estás segura de eliminar este paquete?
pkg_yes_all_label,Si todo
pkg_no_only_label,Solo paquete
err_pkg_bought,Lo siento
success_pkg_bought,Paquete comprado insertado correctamente.
is_paid_app,"¿Aplicación de pago activada? (Si esta configuración está ""Activada"", esta aplicación es una publicación de anuncios de usuario limitada)"
package_module,Paquetes
is_subcat_subscription,"Propiedad por suscripción en? (Si esta configuración está ""activada"", el usuario debe poder suscribirse a la propiedad antes de)."
err_subcat_subscibe_save,Lo siento
err_subcat_subscibe_delete,Lo siento
success_subcat_subscribe,Propiedad de éxito por suscripción.
verify_agent,Agente verificada
rating_view,Ver calificación de usuario
csv_export,Exportación CSV
Item_reports,Artículos reportados
report_search,Buscar elemento denunciado
rating_search,Usuario de calificación de búsqueda
discount_rate_by_percentage,Tasa de descuento por porcentaje
item_upload_config,Configuraciones de carga de elementos
success_item_config_edit,La configuración de carga de elementos se ha actualizado correctamente
success_item_config_add,La configuración de carga de elementos se ha agregado con éxito
item_config_label,Información de configuración de carga de elementos
is_block_user,"¿Función de bloqueo activada? (Si esta configuración está ""activada"", el usuario puede bloquear a otros usuarios no deseados para que no vean su publicación de anuncios)."
open,abierto
in_progress,en curso
close,cerca
demo_data_delete,Eliminación de datos de demostración
demo_data_delete_note_label,Nota: Se eliminarán todos los registros de 'usuarios' excepto la cuenta de administrador.
success_demo_data_delete,Los datos de demostración se han eliminado correctamente.
btn_submit,Entregar
admin_pwd_label,Ingrese la contraseña de administrador
delete_demo_data,¿Estás segura de eliminar todos los datos de demostración?
admin_confirm,Ingrese su contraseña de administrador a continuación para confirmar estas eliminaciones de datos de demostración.
err_blank_pwd,Por favor complete la contraseña de administrador
err_pwd_invalid,¡Su contraseña es inválida!
no_messages,No hay mensajes recientes
no_items,No hay elementos agregados recientemente
no_users,No hay usuarios agregados recientemente
img_all_delete,Todas las imágenes relacionadas serán eliminadas.
images,Imágenes
adpost_history_search,Historial de transacciones de publicación de anuncios de búsqueda
ad_post_transactions_module,Historial de transacciones de publicación de anuncios
package_name,Nombre del paquete
buy_ad_post_transactions,Historial de transacciones de publicación de anuncios
adpost_history_view,Ver historial de transacciones de publicación de anuncios
car_type_label,Tipo de carro
car_location_label,Ubicación del coche
err_image,Proporcione una carga de imagen
unenought_post_count,No hay suficientes publicaciones
btn_back,atrás
topics_fe_label,Temas para frontend
deeplink_generators,Generadores de enlaces profundos
btn_deeplink_generator,Generar enlace profundo
new_item_upload_label,Nuevo artículo subido bajo
success_deeplink_generate,Deeplink se ha generado con éxito.
deeplink_generator_label,Generador de enlaces profundos
in_app_purchases,Pago en la aplicación comprada
csv_upload_instruction_propertyby,"Siga los pasos a continuación:<br>
1. Cargue imágenes en la carpeta de carga manualmente a través de FTP.<br>
2. Luego, prepárelo como el formato CSV. <a href=""https://drive.google.com/file/d/1bOy1apUDZWFbmKk2O6JAJsxHqyOkaUQJ/view?usp=sharing"" target=""_blank"">Archivo de muestra aquí</a><br>
3. Puede usar Google Sheet para crear y exportar como separador de coma."
total_propertyby,Propiedad total por:
success_propertyby,Propiedad exitosa por:
fail_propertyby,Propiedad fallida por:
miss_propertyby_name,por falta de propiedad por nombre
miss_propertyby_img,debido a la propiedad que falta por imagen en la carpeta 'cargas'.
miss_propertyby_icon,debido a la propiedad faltante por icono en la carpeta 'cargas'.
db_err,por un error en la base de datos.
already_existed,ya existio.
unauthorize_item_edit,No tiene permiso para actualizar un artículo porque no es su artículo.
not_enought_post_count,No hay suficientes publicaciones.
record_not_found,10001#Lo siento
record_no_pagination,"10001#Lo siento, no hay más registros en el sistema."
offer_rejected,¡Oferta rechazada!
make_offer,¡Hacer oferta!
offer_accepted,¡Oferta aceptada!
image,¡Imagen!
about_app,Acerca de la aplicación
api_setting,Configuración de la API
app_setting,Configuración de la aplicación
fail_push_devices,No se pueden enviar todos los dispositivos Android e IOS.
fail_push_websites,No se pueden enviar todos los sitios web.
push_noti_module,Notificación de inserción
app_version,Versión
err_title,Proporcione el título.
err_title_len,La longitud del título debe ser mayor a 4.
remove_label,Eliminar
all_label,Todos
approved_label,Aprobado
reject_label,Rechazar
err_icon,"Por favor, rellene el icono de carga."
start_upload,Iniciar la subida
cancel_upload,Cancelar carga
add_files,Agregar archivos
btn_update,Actualizar
err,Error
btn_start,Comienzo
btn_close,Cerrar
category,Categoría
added,Agregado
disable_label,Desactivar
waiting_approval_label,A la espera de la aprobación
count,Contar
demo_dummy_refresh_hour,"Tenga en cuenta que el backend es un modo de demostración, por lo que todos esos datos ficticios se actualizarán cada hora."
sys_err_occur,"Se produjo un error del sistema. Por favor, póngase en contacto con el administrador del sistema."
registered_user,usuario registrado
generate_thumbnail_label,Generará las imágenes en miniatura para cada elemento. Tenga en cuenta que este proceso llevará algún tiempo en función de sus datos.
max_img_upload_of_item,Carga máxima de imágenes del artículo
err_max_img_blank_save,Proporcione la carga máxima de imágenes del elemento.
err_max_img_zero_save,La carga máxima de imágenes del artículo no puede ser cero.
err_max_img_upload,La imagen del artículo es máxima.
price_format,Formato de precio
price_format_desc,"Debe cambiar según el formato que necesite (p. ej., "",##0,00"" => 2555,00, ""##0,00"" => 2555,00,"".00"" => 2555,00, "",##0"" => 2555, "",##0.0"" => 2,555.0)"
date_format,Formato de fecha
google_playstore_url,URL de la tienda de Google Play
apple_appstore_url,URL de la tienda de aplicaciones de Apple
ios_appstore_id,IOS App Store ID
default_order_time,Tiempo de pedido predeterminado (minutos)
fb_key,Clave de facebook
is_show_token_id,"¿Identificación de token activada? (Si esta configuración está ""activada"", el usuario puede ver la identificación del token en la configuración de notificación)."
is_show_subcategory,"¿Subcategoría activada? (Si esta configuración está ""Activada"", la subcategoría se puede usar en la aplicación)."
is_use_thumbnail_as_placeholder,"Usar miniatura como ajuste de marcador de posición ¿Activado? (Si esta configuración está ""Activada"", cargará primero la imagen en miniatura y luego cargará la imagen completa. O si esta configuración está ""Desactivada"", cargará la imagen completa directamente y para la imagen de marcador de posición utilizará la imagen de marcador de posición predeterminada)."
admob_section,Configuración de AdMob
is_show_admob,"AdMob Setting On? (If this setting is ""On"", the application will display ads.)"
lang_section,Configuración de idioma
default_language,Idioma predeterminado
exclude_language,Idiomas Disponibles
exclude_lang_desc,"(Si el idioma está ""Activado"", el usuario puede usar este idioma en la aplicación)."
default_currency_section,Configuración de moneda predeterminada
default_razor_currency,Moneda Razor predeterminada
is_razor_support_multi_currency,"Razor ¿Soporte multidivisa activado? (Si esta configuración está ""activada"", puede aceptar el pago de la maquinilla de afeitar en varias monedas en la aplicación)."
default_flutter_wave_currency,Moneda predeterminada de Flutterwave
login_section,Configuración de inicio de sesión
show_facebook_login,"Inicio de sesión de Facebook ¿Encendido? (Si esta configuración está ""Activada"", los usuarios pueden iniciar sesión con Facebook)."
show_google_login,"Inicio de sesión de Google activado? (Si esta configuración está ""activada"", los usuarios pueden iniciar sesión con Google)."
show_phone_login,"¿Iniciar sesión en el teléfono? (Si esta configuración está ""activada"", los usuarios pueden iniciar sesión con un número de teléfono)."
show_main_menu,"¿Menú principal activado? (Si esta configuración está ""Activada"", el usuario puede ver la pestaña ""Menú principal"" en cada tienda)."
show_special_collections,"¿Colecciones especiales activadas? (Si esta configuración está ""activada"", el usuario puede ver la pestaña ""Ofertas especiales"" en cada tienda)."
show_featured_items,"¿Artículos destacados activados? (Si esta configuración está ""Activada"", el usuario puede ver los ""Artículos destacados"" en cada tienda)."
show_best_choice_slider,"Control deslizante Mejor elección activado? (Si esta configuración está ""activada"" cuando el usuario abre la aplicación, el usuario puede ver las mejores colecciones de opciones con la vista deslizante)."
default_loading_limit,Límite de carga predeterminado
category_loading_limit,Categoría Límite de carga
recent_item_loading_limit,Límite de carga reciente
popular_item_loading_limit,Artículo popular Límite de carga
discount_item_loading_limit,Artículo de descuento Límite de carga
feature_item_loading_limit,Límite de carga del elemento de la función
block_slider_loading_limit,Bloquear el límite de carga del control deslizante
follower_item_loading_limit,Límite de carga del artículo de seguidor
default_limit_section,Configuración de límite predeterminado
block_item_loading_limit,Límite de carga del elemento de bloque
date_format_desc,"DD para el día, MM para el mes, Yyyy para el año, HH por la hora, mm por minuto, SS para el segundo (por ejemplo, DD-MM-YYYY HH: MM: SS)"
app_config_info_lable,Información de configuración móvil
loc_section,Configuración de ubicación
success_mobile_edit,La configuración móvil se ha actualizado correctamente.
success_mobile_add,La configuración móvil se ha agregado correctamente.
err_default_lang,"Por favor, proporcione el idioma predeterminado."
err_default_loading_limit_zero,El límite de carga predeterminado no puede ser cero.
err_default_loading_limit,"Por favor, proporcione el límite de carga predeterminado."
err_category_loading_limit,"Por favor, proporcione el límite de carga de categoría"
err_category_loading_limit_zero,El límite de carga de la categoría no puede ser cero.
err_collection_product_loading_limit,"Por favor, proporcione el límite de carga del producto de recogida."
err_collection_product_loading_limit_zero,El límite de carga del producto de colección no puede ser cero.
err_discount_product_loading_limit,"Por favor, proporcione el límite de carga de productos de descuento."
err_discount_product_loading_limit_zero,El límite de carga del producto de descuento no puede ser cero.
err_feature_product_loading_limit,"Por favor, proporcione el límite de carga de productos destacados."
